Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB - Độc quyền Online,,https://vn-live-01.slatic.net/p/8041a19433bc433f31a2fb6b7adad62e.jpg,,31990000,,4.894736842105263,19,[],"[4402, 4518]",2157744431,16
iPhone 15 Pro - Hàng Chính Hãng VN/A,,https://filebroker-cdn.lazada.vn/kf/S31d1f244f89d4d46955a2ce6b8443a2dB.png,28999000,28490000,2% Off,4.995555555555556,225,[],"[4402, 4518]",2417249565,16
SAMSUNG A51 6G/128G MK VẼ KO CÀI VÂN TAY SIÊU RẺ -SIÊU ĐẸP - SIÊU MƯỢT - SIÊU BỀN.,,https://vn-live-01.slatic.net/p/58aedc62f461b695ee90bd6591e34eef.jpg,,1800000,,5.0,6,[],"[4402, 4518]",2182261037,16
Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/0fda6a1b39f9695771ff6ce6dc86a067.jpg,4990000,4239000,15% Off,5.0,1,[],"[4402, 4518]",2396758589,16
"Điện thoại Xiaomi Redmi Note 10T 5G (4GB/64GB) ,Màn 90HZ,Chống Nước IP68, Sạc Nhanh 18W , Mới Nguyên Seal - Hàng Nhập Khẩu - Bản quốc tế",,https://ph-live-01.slatic.net/p/bbf1f9981e81a85eccb6b7371fc6912a.jpg,3950000,2623000,34% Off,4.863157894736842,95,[],"[4402, 4518]",2064097831,16
"Điện Thoại Xiaomi Redmi Note 12 (4GB/128GB) Chính Hãng - Chip Snapdragon 685, Màn hình 120Hz, Sạc nhanh 33W",,https://vn-live-01.slatic.net/p/6df446a1c3ea593d50a2b14224123647.jpg,4990000,4060000,19% Off,5.0,13,[],"[4402, 4518]",1960785792,16
"Điện thoại Xiaomi Redmi Note 10 JE 4GB/64GB, Chip Snap 480,Màn 90HZ,Chống Nước IP68, Sạc Nhanh 18W , Mới 100% - Hàng Nhập Khẩu - Bản quốc tế",,https://vn-live-01.slatic.net/p/a95bc9cf27e4dd5ecdaa227fd03e7474.jpg,3599000,2599000,28% Off,4.887295081967213,488,[],"[4402, 4518]",1911885355,16
SAMSUNG J8  3G/32G GIÁ MỀM -SIÊU ĐẸP CHƠI GAME LƯỚT MẠNG BAO MƯỢT.,,https://vn-live-01.slatic.net/p/f3fdb8b2bfede3a4d500990186f7bb9a.jpg,,850000,,4.5,8,[],"[4402, 4518]",2164156505,16
SAMSUNG A30 3G/32G MÁY SIÊU MẠNH CÒN MỚI ĐEP KHÔNG TRẦY XƯỚC,,https://ph-live-01.slatic.net/p/c9ac5f0332a6637ab8fd933b9288b8e8.jpg,,999000,,4.72972972972973,74,[],"[4402, 4518]",2142336136,16
SAMSUNG A600 3G/32G CHÍNH HÃNG ĐẸP KEENG .,,https://vn-live-01.slatic.net/p/1568d64e405ba07f18180089ce2ee241.jpg,,790000,,4.625,8,[],"[4402, 4518]",2188666374,16
Điện thoại thông minh 5.0 Inch,,https://sg-test-11.slatic.net/other/common/cb0de9e624be4bbcaa8eeeea72282209.jpeg,,50000,,0,,[],"[4402, 4518]",2410909626,16
Điện thoại Samsung Galaxy Z Flip4 5G 256GB và 128GB,,https://vn-live-01.slatic.net/p/e731b55d15a74bac6f4045a6e67bb6f4.jpg,23990000,11995000,50% Off,5.0,1,[],"[4402, 4518]",2186361924,16
Điện thoại Samsung Galaxy A04 (3G+32G) SM-A045F Xanh,,https://ph-live-01.slatic.net/p/b63d7d0a1f0ea5838e8a1f2b9d93683b.jpg,3490000,2030000,42% Off,5.0,2,[],"[4402, 4518]",2099354118,16
SAMSUNG J8  3G/32G. MÁY SIÊU MẠNH CÒN MỚI ĐEP KHÔNG TRẦY XƯỚC,,https://vn-live-01.slatic.net/p/f3fdb8b2bfede3a4d500990186f7bb9a.jpg,,850000,,4.814516129032258,124,[],"[4402, 4518]",2142283720,16
Điện thoại di động Samsung Galaxy S20 FE 256GB - Chính hãng,,https://vn-live-01.slatic.net/p/e0a4f733aad024d3abafc74e90e0e04f.jpg,13900000,7270000,48% Off,5.0,55,[],"[4402, 4518]",2306767102,16
"Điện Thoại ĨP 6 PIus bản Q-Tế lắp sim,cài đầy đủ game và ứng dụng.Bảo hành 12 Tháng",,https://ph-live-01.slatic.net/p/4765cb2bf7133bbf07d03198ded85196.jpg,1300000,895000,31% Off,4.0,7,[],"[4402, 4518]",2415113798,16
"Điện thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng chính hãng - 3 camera chính sắc nét, pin lớn 5000 mAh",,https://vn-live-01.slatic.net/p/19e8f19b25aea9e317af7441da26123c.jpg,10490000,7559000,28% Off,5.0,7,[],"[4402, 4518]",2223343983,16
"Điện thoại Cảm ứng Cao Cấp Giá rẻ điện thoại Vivo Y35 2022 máy 2sim ram 8G/128G Chính Hãng, cảm ứng mượt, Camera siêu đẹp, máy nghe gọi tốt, Full Zalo Facebook Youtube, cày game mượt, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/71c8e1659b6d430ec7d8a6a88ded1c77.jpg,1088000,649000,40% Off,4.934959349593496,123,[],"[4402, 4518]",2338645024,16
Điện Thoại Redmi Note 12S 8GB/256GB - Chính hãng,,https://vn-live-01.slatic.net/p/91ef5f71ede66d4c58f853f43cbc5248.png,6690000,4990000,25% Off,5.0,10,[],"[4402, 4518]",2293160766,16
"điện thoại giá rẻ Phone-6S Plus 32G Chính Hãng bản Quốc Tế, màn hình 5.5.inch, cày game nặng chất - TNN 03",,https://vn-live-01.slatic.net/p/d9a02aca23bd9d32250e09bafa3b99e0.jpg,,780000,,0,,[],"[4402, 4518]",2491479727,16
"Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Hàng chính hãng - Màn hình sống động, sắc nét, camera đỉnh cao",,https://vn-live-01.slatic.net/p/71dbba488dd9fa01af4f65dd5b88945d.jpg,8490000,5849000,31% Off,5.0,20,[],"[4402, 4518]",2223610862,16
oppo neo 5 ( a31 ) ram 1gb bộ nhớ 8gb-16gb giá rẻ,,https://filebroker-cdn.lazada.vn/kf/Sdd1f01884788440e823b25176f253b28p.jpg,,280000,,4.269230769230769,26,[],"[4402, 4518]",1452697362,16
Điện Thoại Xiaomi Redmi Note 12 8GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/83f75a03b9398844c2c715459d80868c.jpg,5790000,4449000,23% Off,5.0,1,[],"[4402, 4518]",2418596100,16
Samsung  A20  Ram 3G/32G  máy đẹp keeng CẤU HÌNH siêu mượt.,,https://filebroker-cdn.lazada.vn/kf/S9f813c03230d4862962c2c0971db0929z.jpg,,900000,,4.615384615384615,39,[],"[4402, 4518]",1665171957,16
Điện thoại Nokia C30 (2GB/32BG) - Mới nguyên seal - Hàng chính hãng,,https://vn-live-01.slatic.net/p/96b89f42c3901bde793ac7d84dd690d2.png,2690000,1549000,42% Off,4.764705882352941,34,[],"[4402, 4518]",1729611769,16
Điện Thoại Infinix Hot 20 Play 4GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/70b18fde8a6e755673ffb16f291ea987.jpg_1500x1500q80.jpg,3190000,2890000,9% Off,5.0,16,[],"[4402, 4518]",2333339560,16
Điện thoại cổ nokia x2 00 giá rẻ  vỏ kim loại tặng sim 4g,,https://vn-live-01.slatic.net/p/ad18e490a33cdf1fadd4bd81ddffc5d7.jpg,445000,299000,33% Off,4.545454545454546,11,[],"[4402, 4518]",304920536,16
Điện thoại Realme C55 (6GB/128GB) - Hàng nhập khẩu - Mới nguyên seal,,https://vn-live-01.slatic.net/p/b72887ef3173a60684167307f45fedfe.jpg,4990000,3499000,30% Off,5.0,5,[],"[4402, 4518]",2234015834,16
[CHỈ 11.11 - VOUCHER 1.1TR] Điện thoại Samsung Galaxy A34 5g (8GB/128GB),,https://vn-live-01.slatic.net/p/8ec24780120fa1aa07923433cb49c007.jpg,,8490000,,4.87958115183246,191,[],"[4402, 4518]",2207531340,16
"điện thoại Oppo A3s 2sim ram 6G/128G máy Chính Hãng, Cấu hình Chip Cao mạnh mẽ Cày Liên Quân- PUBG-Free Fire-Tiktok siêu mượt - TTN 01",,https://vn-live-01.slatic.net/p/de6a60e4cef1628179b2cf694896ca16.jpg,777000,322806,58% Off,4.796178343949045,157,[],"[4402, 4518]",2160296366,16
"Realme 5 Pro - điện thoại Realme 5 Pro 2sim ram 8G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/c94f83eaa7155737dfab68c28fae2c01.jpg,1788000,999000,44% Off,4.918367346938775,48,[],"[4402, 4518]",2317032116,16
SAMSUNG A51  6G/128G GIÁ MỀM -SIÊU ĐẸP CHƠI GAME LƯỚT MẠNG BAO MƯỢT.,,https://ph-live-01.slatic.net/p/c2d4ed5ec7d27bbcd0bc37b4a85dcbe5.jpg,,1750000,,5.0,6,[],"[4402, 4518]",2164123577,16
Điện Thoại Samsung Galaxy A54 5G 256GB,,https://vn-live-01.slatic.net/p/538436265e92db77c651360b88a1e972.jpg,11490000,7990000,30% Off,0,,[],"[4402, 4518]",2492495648,16
điện thoại oppo neo 9 máy cũ 16G giá máy không phụ kiện,,https://filebroker-cdn.lazada.vn/kf/S02c061c6f3974b2db9276303762f502de.jpg,,425000,,4.857142857142857,7,[],"[4402, 4518]",1933328362,16
Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng chính hãng - Màn hình 6.5inch AMOLED FHD+ bộ 3 Camera sau Pin 4500mAh,,https://vn-live-01.slatic.net/p/a55b1a242051339d614d1ed839988c5b.jpg,13490000,7459000,45% Off,5.0,3,[],"[4402, 4518]",1300147087,16
"Điện thoại Samsung Galaxy A05s (4GB/128GB) - Hàng chính hãng - Cụm 3 camera sắc nét, hiệu năng ổn định, dung lượng pin 5000mAh",,https://vn-live-01.slatic.net/p/c7d0fa2665fe036ecaa3cae72da5e53a.jpg,3990000,3449000,14% Off,5.0,3,[],"[4402, 4518]",2421631827,16
"điện thoại Vivo Y81 2sim ram 6/128G máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/2470aa08e13e3eef23218ec98529dd6a.jpg,1177000,649000,45% Off,5.0,58,[],"[4402, 4518]",2409037449,16
SAMSUNG A600  MÁY RAM 3G/32G ĐẸP KEENG -SIÊU ĐẸP - SIÊU MƯỢT - SIÊU BỀN.,,https://filebroker-cdn.lazada.vn/kf/S8c07bd371884439ca72f696daf1b6b747.jpg,,850000,,5.0,4,[],"[4402, 4518]",1665229697,16
SAMSUNG A750 SIÊU MẠNH SIÊU ĐẸP SIÊU BỀN 4G-6G/64G/128G.,,https://vn-live-01.slatic.net/p/0bee058e4c89513d85e8c14d7a65ca2f.png,,1050000,,5.0,8,[],"[4402, 4518]",2472415027,16
"Xiaomi Redmi Note 10 je 4GB/64GB, waterproof IP68, quick Charge 18W-imports-International Edition",,https://vn-live-01.slatic.net/p/0d19e0e889ff0ea3a4e05f7fe0fb4321.jpg,3699000,2349000,37% Off,5.0,7,[],"[4402, 4518]",2174614596,16
Xiaomi Redmi Note 12 4GB-128GB,,https://vn-live-01.slatic.net/p/8130f95dc2376a7b7a423754ddf0a402.jpg,4990000,3790000,24% Off,5.0,11,[],"[4402, 4518]",2248216129,14
Điện thoại cũ i-p 6g mvt đẹp trên 90% giá rẻ,,https://filebroker-cdn.lazada.vn/kf/Se23c149d23b54f1c979aa87870f8e791e.jpg,769000,739000,4% Off,5.0,2,[],"[4402, 4518]",2429717769,14
"Samsung M31 - điện thoại Samsung Galaxy M31 2sim ram 6G/128G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/a9182c31f897d956a67d44da5a0dda80.jpg,1899000,1149000,39% Off,4.854166666666667,48,[],"[4402, 4518]",2299522808,14
"Oppo R15x - điện thoại Oppo R15x 2sim ram 8G/512G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/cc41ba8b58d301f3e92b193a4a5c9a08.jpg,999000,549000,45% Off,4.916666666666667,48,[],"[4402, 4518]",2320292960,14
"điện thoại Oppo A74 Chính Hãng 2sim ram 8G/256G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",,https://vn-live-01.slatic.net/p/2d6136e866e1e52d2e7dcd082ac7466d.jpg,2099000,1099000,48% Off,4.969230769230769,65,[],"[4402, 4518]",2024596678,14
Điện Thoại mini i15 mini 2 sim siêu nhỏ Siêu Dễ Thương có màn hình tròn đẹp lạ mới nhất 2024 (chính),,https://sg-test-11.slatic.net/p/cdaccf7c9681abc99b628510aaa267ac.jpg,,370000,,0,,[],"[4402, 4518]",2530692368,14
"điện thoại Samsung Galaxy A13 máy 2sim ram 6G/128G Chính Hãng, cày game nặng chất - Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/8d71a8f5917cbc197371e9cc93433c03.jpg,2099000,1199000,43% Off,4.922330097087379,103,[],"[4402, 4518]",2197326102,14
"điện thoại Vivo Y21s 2sim ram 8G/256G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 01",,https://vn-live-01.slatic.net/p/c95ec3a9888571bf09391a1251d14bb9.jpg,1199000,649000,46% Off,5.0,35,[],"[4402, 4518]",2507482338,14
Điện Thoại 6s Blus bản Q-Tế cài game nặng và ứng dụng.Lắp sim.BH 12 Tháng,,https://vn-live-01.slatic.net/p/2ee2d2a4ff8e9a546c2d5695cf0df576.jpg,1500000,1200000,20% Off,3.6666666666666665,3,[],"[4402, 4518]",2415107929,14
[CHÍNH HÃNG] Điện thoại Nokia 108 2SIM - Nghe Nhạc Chụp Hình,,https://vn-live-01.slatic.net/p/658ebaec9513189ddcd517342779a196.png,180000,159000,12% Off,4.314285714285714,35,[],"[4402, 4518]",470136934,14
"điện thoại Vivo Y12 máy 2sim ram 8G/256G Chính Hãng, Cày Game lướt Wed Tiktok Facebook Youtube đỉnh chất, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/773ae80370f08dc2778043d0cfa2196e.jpg,999000,649000,35% Off,4.983193277310924,119,[],"[4402, 4518]",2336950536,14
"ĐIỆN THOẠI NOKIA - N215 - 2 SIM ,  HÀNG CHÍNH HÃNG",,https://filebroker-cdn.lazada.vn/kf/Seac50542181c4b54918b799ddbbfe636x.jpg,,145000,,4.8,10,[],"[4402, 4518]",1555448836,14
SAMSUNG A515F,,https://vn-live-01.slatic.net/p/c2d4ed5ec7d27bbcd0bc37b4a85dcbe5.jpg,,1750000,,4.28,25,[],"[4402, 4518]",2070234364,14
SAMSUNG J6 PLUS MÁY ĐẸP KEENG SIÊU MƯỢT SIÊU BỀN SIÊU KHUYWWNS MÃI 3G/32G,,https://vn-live-01.slatic.net/p/0f817dd43550329ba1958cfced54a84c.jpg,,850000,,0,,[],"[4402, 4518]",2221760359,14
Điện Thoại Samsung Galaxy S23 Ultra 512GB Chính Hãng Dung Lượng Lớn Độ Phân Giải FullHD+ Camera Sắc Nét,,https://ph-live-01.slatic.net/p/c022b4e4153646dd7886389da501dacd.png,,28900000,,0,,[],"[4402, 4518]",2384423370,14
điện thoại Samsung Galaxy J6 2018 máy 2sim ram 3G/32G Chính Hãng - Bảo hành 12 tháng,,https://ph-live-01.slatic.net/p/4a7bb3fc08dd98c1be43543827869139.jpg,877000,499000,43% Off,4.881720430107527,93,[],"[4402, 4518]",2203240515,14
SAMSUNG A31  6G/128GGIÁ MỀM -SIÊU ĐẸP CHƠI GAME LƯỚT MẠNG BAO MƯỢT.,,https://vn-live-01.slatic.net/p/efc8eaffbc95c958966b97a72782b1fd.jpg,,1650000,,4.25,12,[],"[4402, 4518]",2164164419,14
OPPO A37  Full Box - Đủ sạc Hộp + ốp + Dán Màn Hình,,https://vn-live-01.slatic.net/p/062a7b36c811419d9e5d6b5eaa891693.png,790000,599000,24% Off,4.428571428571429,14,[],"[4402, 4518]",2135012752,14
Điện Thoại 11 PRO MAX,,https://filebroker-cdn.lazada.vn/kf/S10a3195f5ac84346970461b0086e59b7A.jpg,,8500000,,0,,[],"[4402, 4518]",2424573352,14
Điện thoại Apple iPhone 13 128GB,,https://vn-live-01.slatic.net/p/c7f437b76043af5031e1cf73b981d3d3.jpg,28990000,16250000,44% Off,5.0,4,[],"[4402, 4518]",1522260402,14
"(Xả Kho) Điện thoại Nokia C30 (2GB/32GB) Pin 6000 mAh - Hàng chính hãng, nguyên seal",,https://vn-live-01.slatic.net/p/723e623900c0a3daa744199f28461418.jpg,2790000,1599000,43% Off,5.0,11,[],"[4402, 4518]",1742918924,14
Điện thoại cũ ss g530 ram 1gb rom 8gb,,https://filebroker-cdn.lazada.vn/kf/S9bc56e11b8fc4cff90032c71f47365f9m.jpg,,309000,,4.719298245614035,57,[],"[4402, 4518]",1452743382,14
"điện thoại Vivo V9 2sim ram 6G/128G máy Chính Hãng, Cấu hình siêu khủng, Cày game nặng mượt mà, Camera siêu nét, Bảo hành 12 tháng - NNT 02",,https://vn-live-01.slatic.net/p/c4f0157e073faeecf3380cc594b3b087.jpg,699000,399000,43% Off,5.0,13,[],"[4402, 4518]",2508362084,14
Điện thoại 6 Plus Quốc tế nguyên zin đẹp 98-99 kèm cường lực ốp lưng BH 06 tháng,,https://vn-live-01.slatic.net/p/ed2c141ffb224e8c1933a1681e729b8f.jpg,1819000,1529000,16% Off,4.75,32,[],"[4402, 4518]",2283036147,14
Điện Thoại Xiaomi Redmi 13C 6GB/128GB - Hàng Chính Hãng,,https://vn-live-01.slatic.net/p/34c288aeb45708a155babf327069771f.jpg,3490000,2929000,16% Off,5.0,2,[],"[4402, 4518]",2488288490,14
"Điện thoại mới 99% , Samsung j730 ( j7 pro ) ram 3gb bộ nhớ 32gb siêu nét , siêu mượt",,https://filebroker-cdn.lazada.vn/kf/Se7b98f74a09043baadc3064e8296c585L.jpg,899000,869000,3% Off,4.884615384615385,25,[],"[4402, 4518]",1445238005,14
"Oppo F15 5G - điện thoại Oppo F15 bản 5G 2sim ram 8G/256G Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/e7325cd3d6a7d4ecc8333bb3a1a6bfb1.jpg,1777000,1099000,38% Off,5.0,37,[],"[4402, 4518]",2318515103,14
Apple iPhone 15 128GB Chính hãng VN/A [Viettel Store],,https://filebroker-cdn.lazada.vn/kf/Sfa507076303b42c18b3dcaf24e0ac71aC.jpg,23490000,22690000,3% Off,5.0,2,[],"[4402, 4518]",2416589184,14
"Realme 6S - điện thoại Realme 6S 2sim ram 8G/256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/326c4f27a10b74e80abac509c271883c.jpg,1599000,897000,44% Off,5.0,36,[],"[4402, 4518]",2317268379,14
"điện thoại Samsung A31 - Samsung Galaxy A31 2sim ram 6G/128G, máy Chính Hãng, Cấu hình Cao cấp, Chiến mọi game nặng siêu mượt, Bảo hành 12 tháng",,https://vn-live-01.slatic.net/p/9ad53444ff58d8afaa1d7c061b6be8b6.jpg,1688000,899000,47% Off,5.0,28,[],"[4402, 4518]",2399986967,14
"Điện thoại cũ ss J2 prime ram 1,5Gb có 4G",,https://filebroker-cdn.lazada.vn/kf/S285ce76cca6f4c3d8396004406725579z.jpg,,329000,,4.653846153846154,48,[],"[4402, 4518]",1452696531,14
Smartphone Gree g0215d 6 inch 2K - 4G 64G RAM 2 SIM,,https://vn-live-01.slatic.net/p/67f9d41cc8bb52a7e64bfc151d0d5089.png,848000,728000,14% Off,4.882352941176471,17,[],"[4402, 4518]",2408460420,14
"điện thoại Oppo A77 bản 5G 2sim ram 8+3G rom 256G máy Chính Hãng, lướt Wed Tiktok Facebook Youtube chất, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/b9a051317f4e9895a24ac5968b8bc04d.jpg,2088000,1249000,40% Off,5.0,117,[],"[4402, 4518]",2320133625,14
"điện thoại Vivo Y22s 2sim ram 8G/256G máy Chính Hãng, cảm ứng mượt, Camera siêu đẹp, máy nghe gọi tốt, Full Zalo Facebook Youtube, cày game mượt, Bảo hành 12 tháng - TTN 01",,https://vn-live-01.slatic.net/p/da87b13d7b384600ddfb56059b9fae16.jpg,2399000,1399000,42% Off,4.932773109243698,119,[],"[4402, 4518]",2338474893,14
[SALE TO 11.11] Điện thoại Samsung Galaxy Z Fold4 (12GB / 256GB & 12GB / 512GB),,https://vn-live-01.slatic.net/p/6aae7382bf7495a255e5893773a3b21a.png,,41990000,,5.0,10,[],"[4402, 4518]",1956546483,14
"điện thoại Samsung Galaxy A70 máy 2sim ram 6G/128G Chính Hãng, Màn hình: Super AMOLED6.7""Full HD+ - Bảo hành 12 Tháng",,https://vn-live-01.slatic.net/p/b8a660d36d50d5e8c0eb3fc23407b68a.jpg,2077000,1199000,42% Off,4.819047619047619,105,[],"[4402, 4518]",2197634076,14
"điện thoại Oppo A52 Chính Hãng 2sim ram 8 rom 256G, Cấu hình mạnh đỉnh Cày PUBG/Liên Quân/Free Fire/Tiktok siêu mượt",,https://vn-live-01.slatic.net/p/74b6990447c465d5a0d9ccc80ec80dbe.jpg,2288000,1299000,43% Off,4.942028985507246,69,[],"[4402, 4518]",2021961513,14
